upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score
3/04/05/01/0364,Nyarugenge,SectorA,Agricultural,R1,1190,3.646553346185444,235.9899080084362,10.725580782760257,0.6747886103807478
3/05/05/01/0365,Gasabo,SectorC,Agricultural,R2,589,4.455534168826631,223.56669656486108,4.744052245939602,0.2815139104528108
3/06/05/01/0366,Gasabo,SectorC,Mixed-use,R1,627,9.005328290500152,272.62394736038357,14.144757252240638,0.5379076177474447
3/07/05/01/0367,Rubavu,SectorD,Agricultural,C1,890,2.250053343358021,207.67068361845662,7.40721060685393,0.5101190443645176
3/08/05/01/0368,Nyarugenge,SectorA,Agricultural,R2,374,3.337343242460782,215.348584937124,9.995781203673097,0.9728380041029419
3/09/05/01/0369,Musanze,SectorC,Residential,C1,630,14.215752275084935,84.34556932063886,7.131099117751106,0.7074717917689635
3/00/05/01/0370,Huye,SectorB,Residential,C2,1070,8.005616039942817,132.65509512581286,6.8654940773894095,0.367106179204131
3/01/05/01/0371,Rubavu,SectorC,Agricultural,R1,1091,13.025393595888813,59.87678500167136,8.281040469800669,0.5326380005499601
3/02/05/01/0372,Kicukiro,SectorD,Residential,R1,1389,7.611945258281744,264.6462376868381,3.236110187646812,0.7422505602480354
3/03/05/01/0373,Huye,SectorA,Commercial,R1,975,10.122956646681871,222.88625014903755,4.73441015645025,0.7158660832178512
3/04/05/01/0374,Huye,SectorD,Agricultural,A1,1288,13.463010036906441,89.78583095734602,5.5167898163422935,0.24647356166427983
3/05/05/01/0375,Rubavu,SectorB,Commercial,C2,1267,2.3981354959064944,207.97311093162406,3.6283332533121895,0.9288549622139068
3/06/05/01/0376,Kicukiro,SectorB,Residential,C1,597,6.790997448860894,150.39505241199674,6.064346208823037,0.6247501427296751
3/07/05/01/0377,Rubavu,SectorD,Agricultural,C2,370,13.28705827511094,17.288761422891316,5.964713693880542,0.8098472256175511
3/08/05/01/0378,Musanze,SectorD,Mixed-use,R1,303,2.841255736829291,257.85322015760323,8.63033104877334,0.26110795599316483
3/09/05/01/0379,Rubavu,SectorA,Commercial,C2,1357,7.097106756610669,102.96931279097525,5.127055582382738,0.7912212462303669
3/00/05/01/0380,Musanze,SectorA,Commercial,C1,919,5.197207385913303,195.7053287831895,14.612916657245357,0.8776486615871197
3/01/05/01/0381,Gasabo,SectorD,Mixed-use,R1,1182,11.925265729993725,140.1087489060536,5.970079394317542,0.4423325830665541
3/02/05/01/0382,Nyarugenge,SectorA,Residential,C2,809,9.446085280009202,144.6532600409992,0.8957473345633399,0.7373138252368239
3/03/05/01/0383,Musanze,SectorB,Agricultural,R1,830,11.992653604077717,297.44173096144505,8.167234992003944,0.9702146802025648
3/04/05/01/0384,Musanze,SectorB,Residential,R1,1313,3.74166317787978,46.536869923339445,9.33620462348995,0.825057484597844
3/05/05/01/0385,Huye,SectorC,Mixed-use,C2,655,9.903365900292199,119.50888330746368,10.111954433040944,0.4079239833942663
3/06/05/01/0386,Gasabo,SectorC,Agricultural,A1,415,11.149736378936735,163.9498376666876,0.9094338909970229,0.7519997898471547
3/07/05/01/0387,Kicukiro,SectorA,Commercial,C2,560,7.267427955745856,44.61108101617128,14.369011815851557,0.6237277791564959
3/08/05/01/0388,Huye,SectorB,Residential,A1,652,9.692720263047914,278.95478466939045,11.412815167717435,0.637487712780101
3/09/05/01/0389,Rubavu,SectorA,Mixed-use,A1,202,3.320496917482183,136.43478342885783,3.137781981118917,0.239983222927743
3/00/05/01/0390,Gasabo,SectorA,Agricultural,R3,532,8.381257250554777,120.59819744067826,9.886706467042897,0.28711465118483126
3/01/05/01/0391,Musanze,SectorC,Agricultural,R3,1313,8.315556034248745,69.63965644363184,6.88445219065948,0.9355099236581381
3/02/05/01/0392,Rubavu,SectorB,Commercial,R2,1483,12.611482777419175,220.97616901867198,5.325615846779374,0.7586489257820583
3/03/05/01/0393,Nyarugenge,SectorA,Agricultural,R2,1129,11.602342899882144,52.69307368990376,7.15350159701955,0.7746649402976031
3/04/05/01/0394,Rubavu,SectorA,Mixed-use,R1,386,14.442348986202436,230.2558253156389,12.82810477527555,0.6824514449364132
3/05/05/01/0395,Huye,SectorB,Agricultural,C2,1379,4.201474914450523,192.1372882171477,3.331138060399809,0.45733599172763895
3/06/05/01/0396,Kicukiro,SectorC,Agricultural,R3,989,7.001828293810071,13.605080275353018,7.213352199045135,0.7299472093608546
3/07/05/01/0397,Kicukiro,SectorD,Residential,A1,1470,13.873434345184696,298.0102295497744,0.6736694849342378,0.8088063387963136
3/08/05/01/0398,Gasabo,SectorC,Agricultural,C1,828,1.456651276781931,22.02236388269016,6.665480238622716,0.4204383513755867
3/09/05/01/0399,Gasabo,SectorB,Residential,C1,1060,8.897036403669249,110.78064614983758,9.849466105618141,0.39231913031480553
3/00/05/01/0400,Kicukiro,SectorB,Residential,C1,1489,12.757426270037435,226.77279104653252,3.430416141005472,0.9650560747100221
3/01/05/01/0401,Rubavu,SectorB,Agricultural,C2,932,7.039329082837045,217.15216959864784,8.4498696304957,0.5420014650624894
3/02/05/01/0402,Musanze,SectorB,Mixed-use,R3,1332,5.942705482404233,268.757819247309,14.196847697256082,0.9140465819891797
3/03/05/01/0403,Huye,SectorB,Agricultural,R2,283,7.9655579300454304,65.38063217189877,8.866954548877747,0.3489087182026783
3/04/05/01/0404,Nyarugenge,SectorD,Mixed-use,A1,1123,9.904594562919556,112.48450033632844,4.428627037344633,0.9035972565825012
3/05/05/01/0405,Gasabo,SectorC,Mixed-use,R3,239,1.6669776041110924,219.39102112961803,11.608593326559976,0.48208208474308656
3/06/05/01/0406,Musanze,SectorC,Commercial,R1,632,8.547323738304122,88.32936577915109,6.378422781565408,0.23005687231912592
3/07/05/01/0407,Rubavu,SectorA,Commercial,R1,1024,9.266035257517707,23.092631914768372,5.432643821980924,0.7785026191060433
3/08/05/01/0408,Rubavu,SectorA,Residential,C1,583,1.0206335092083598,220.15671425595892,14.50268249698928,0.3794347866280361
3/09/05/01/0409,Musanze,SectorC,Residential,C2,505,13.544571195201067,246.31789099591444,3.792204091338008,0.4171508621073602
3/00/05/01/0410,Gasabo,SectorB,Agricultural,R3,1270,12.29370927572635,295.5332288149304,11.313723895231211,0.5145561608223379
3/01/05/01/0411,Huye,SectorD,Residential,R3,1137,10.930491598616534,54.35978468031281,11.709475761383358,0.6670182244112893
3/02/05/01/0412,Nyarugenge,SectorD,Commercial,A1,704,6.063943568034129,285.0165449268011,9.482392487796862,0.303953097814353
3/03/05/01/0413,Huye,SectorB,Residential,R1,1414,8.124467778274783,113.93782721358461,13.993872938545081,0.862005055898577
3/04/05/01/0414,Nyarugenge,SectorB,Residential,R2,366,12.906602606651727,106.65820491203009,0.4628685646210867,0.2415162396147287
3/05/05/01/0415,Gasabo,SectorA,Commercial,A1,444,12.991521132470975,211.84510916912663,10.905851424230852,0.6496582355220568
3/06/05/01/0416,Gasabo,SectorA,Mixed-use,R2,1323,12.006879131654811,221.66095996229947,5.765325577862023,0.2201547311673835
3/07/05/01/0417,Musanze,SectorC,Agricultural,A1,1025,9.622766819474098,253.7670368262387,1.4627148846134619,0.6471845072798192
3/08/05/01/0418,Huye,SectorC,Commercial,R1,1192,14.538493853586047,20.242272889098526,7.571933974567922,0.7747631578580401
3/09/05/01/0419,Rubavu,SectorD,Residential,A1,858,6.551751547859485,43.8559334308326,12.979436383633686,0.3258185665437723
3/00/05/01/0420,Musanze,SectorD,Mixed-use,R2,1245,10.417841918924573,240.02101217145483,3.7570184818874846,0.6998992796855992
3/01/05/01/0421,Nyarugenge,SectorB,Agricultural,R3,1402,1.1701948006834153,203.83587612234385,0.7775369867959353,0.6390869320618848
3/02/05/01/0422,Rubavu,SectorA,Mixed-use,C2,339,9.698094286694541,103.54473987228691,10.990485758854206,0.5236219084590958
3/03/05/01/0423,Rubavu,SectorD,Mixed-use,R1,249,7.058736314389677,207.20594555046094,4.98684235723068,0.2452685249173725
3/04/05/01/0424,Musanze,SectorA,Residential,C1,590,9.851950150926958,63.70268099303385,6.275007961534202,0.8007518386906547
3/05/05/01/0425,Musanze,SectorA,Agricultural,R2,1030,7.048264986323084,294.2087785779446,1.012538200257329,0.614960795504476
3/06/05/01/0426,Gasabo,SectorB,Commercial,R2,880,11.330389787684487,212.84355626809636,6.340929553408984,0.4772193343621746
3/07/05/01/0427,Musanze,SectorC,Mixed-use,R3,977,8.235059147794214,223.34760378463162,9.460507067381775,0.6396850148246054
3/08/05/01/0428,Rubavu,SectorB,Commercial,R3,418,2.0581705939569375,285.66985014944197,4.4593618546100044,0.27365358886598035
3/09/05/01/0429,Musanze,SectorC,Agricultural,R3,566,8.747306225773903,194.2814131040696,10.556884664857614,0.49860785157020715
3/00/05/01/0430,Nyarugenge,SectorB,Residential,R1,759,9.16979754254746,160.0980847699448,3.7428655025737294,0.20161481419858715
3/01/05/01/0431,Musanze,SectorA,Mixed-use,R2,465,9.571614110665825,67.8600775620184,14.085856439507808,0.20534570337911023
3/02/05/01/0432,Rubavu,SectorD,Commercial,A1,224,1.706845221773711,190.1085386763624,5.784202692984721,0.9490137115305755
3/03/05/01/0433,Gasabo,SectorD,Mixed-use,R1,1296,12.757222493301974,60.619478696029084,10.086907470375433,0.9816055635511549
3/04/05/01/0434,Gasabo,SectorB,Commercial,R3,253,5.578625018125448,267.56682251224953,1.2645197191702557,0.8457514550329506
3/05/05/01/0435,Musanze,SectorA,Mixed-use,R1,1114,9.25235585278576,185.92104704177683,9.565323703439033,0.39361766398470177
3/06/05/01/0436,Musanze,SectorA,Agricultural,R1,956,13.284580653162747,222.9233294643371,0.20618331017017877,0.3987010082958402
3/07/05/01/0437,Gasabo,SectorB,Residential,R3,1143,13.756355992521108,109.68394507011361,6.371572956375793,0.3722755051060421
3/08/05/01/0438,Gasabo,SectorC,Agricultural,R2,838,12.521773270584745,280.14959989916457,8.163809491705466,0.3602256142941007
3/09/05/01/0439,Kicukiro,SectorB,Residential,R3,890,11.790395432677723,131.11121685524395,3.093261076262098,0.8397750111718889
3/00/05/01/0440,Gasabo,SectorD,Agricultural,R1,748,10.3304826653757,237.2791728919382,6.8151813460148265,0.7041977755649265
3/01/05/01/0441,Nyarugenge,SectorC,Agricultural,A1,879,7.195637207406438,196.5500857501801,14.0442093220339,0.2512050772868968
3/02/05/01/0442,Kicukiro,SectorC,Commercial,R3,1408,3.815382184197344,179.11863444951337,6.114492869694836,0.5756204336350901
3/03/05/01/0443,Musanze,SectorD,Mixed-use,R1,1022,10.98144011002328,8.390279622944018,6.1316589184369805,0.9392214963405863
3/04/05/01/0444,Huye,SectorD,Residential,C2,913,14.195438305281634,225.2991086624468,10.808483229666091,0.8611904721566099
3/05/05/01/0445,Nyarugenge,SectorC,Agricultural,C2,1352,5.337296254514566,78.73729918729826,7.725084895645847,0.6284430519037381
3/06/05/01/0446,Huye,SectorA,Mixed-use,R2,251,13.216901235655694,249.2944645568711,3.240901743671496,0.8474595186282099
3/07/05/01/0447,Huye,SectorD,Commercial,R2,1400,8.078878147907425,282.6306396974337,13.144791497134673,0.28205437006687184
3/08/05/01/0448,Gasabo,SectorB,Mixed-use,C2,746,5.88446105058553,158.87182182335067,11.91728450472736,0.9075012376183771
3/09/05/01/0449,Musanze,SectorC,Agricultural,R3,613,7.148948417496043,185.11129272955023,2.405481091796147,0.7389163339799263
3/00/05/01/0450,Huye,SectorD,Commercial,C1,694,7.851270285589383,131.7345346790472,11.109392233415557,0.89037791918957
3/01/05/01/0451,Huye,SectorB,Agricultural,R2,861,8.579174542201763,106.84283633264187,6.213013883577455,0.785931091850135
3/02/05/01/0452,Nyarugenge,SectorB,Commercial,R2,1219,9.150013306089178,39.9324365568999,3.178414956601636,0.4488019957861442
3/03/05/01/0453,Rubavu,SectorC,Mixed-use,A1,611,9.00677085390841,295.94276822566343,6.2210374045120655,0.8030920590695401
3/04/05/01/0454,Gasabo,SectorC,Mixed-use,R2,374,11.550324830440541,65.08180564294204,4.913282477701986,0.637348204079431
3/05/05/01/0455,Gasabo,SectorB,Residential,C2,759,9.478930450527761,39.57515217566886,5.058098633486281,0.31427357185146554
3/06/05/01/0456,Kicukiro,SectorA,Mixed-use,C2,504,10.504568151089767,233.0310827851481,14.271630430885216,0.8211914421208146
3/07/05/01/0457,Rubavu,SectorA,Mixed-use,R1,450,7.63957029367735,170.40009700699022,9.426396849218806,0.7509053034463005
3/08/05/01/0458,Musanze,SectorD,Residential,A1,867,10.761855866753997,227.02829675119162,6.9758287245096655,0.8993365457256208
3/09/05/01/0459,Gasabo,SectorC,Agricultural,R3,829,12.08181483627918,138.1317633436302,2.751632946051518,0.8839792156491795
3/00/05/01/0460,Huye,SectorC,Mixed-use,R3,1141,6.429565258837037,242.043609541468,13.52661042819343,0.3627781939980767
3/01/05/01/0461,Rubavu,SectorB,Agricultural,R1,491,12.87099037268688,165.9476288873986,14.725610137817123,0.5603828571764763
3/02/05/01/0462,Huye,SectorA,Commercial,C1,420,8.826829989252431,99.74283502760628,3.301669888571297,0.4804164274289295
3/03/05/01/0463,Nyarugenge,SectorC,Commercial,C1,1042,10.194212786102511,214.0858682926005,0.12545522815285648,0.3741339196644289
3/04/05/01/0464,Rubavu,SectorD,Residential,R1,547,9.847841525546647,33.1346226705523,1.5551787110141473,0.23892613092937065
3/05/05/01/0465,Musanze,SectorD,Residential,R2,513,11.947439680211428,226.76536275677293,12.045031079367558,0.6144064531236999
3/06/05/01/0466,Gasabo,SectorC,Residential,R3,243,11.39154462078722,55.114896784966916,2.9246279985043384,0.9123276137754628
3/07/05/01/0467,Huye,SectorB,Residential,R3,1057,13.447790935160139,175.74799258102246,9.48586986492581,0.3251813728028805
3/08/05/01/0468,Kicukiro,SectorA,Residential,R3,253,6.406967899438429,178.6089558719017,2.7805916862376723,0.6798170519763984
3/09/05/01/0469,Kicukiro,SectorB,Commercial,C1,849,8.098835054342056,60.436512340520295,1.154575040713111,0.7569249161103402
3/00/05/01/0470,Musanze,SectorC,Commercial,R2,935,7.035216076726052,167.0560802463135,7.9987709891865375,0.7094093736354619
3/01/05/01/0471,Nyarugenge,SectorB,Residential,R1,1189,4.773166072091817,61.323342596134836,10.419614383405916,0.37497249039834185
3/02/05/01/0472,Musanze,SectorC,Commercial,R2,1198,11.87506676770118,247.3861402237225,6.922843913829102,0.986644525454774
3/03/05/01/0473,Musanze,SectorB,Residential,C1,403,3.108513445055836,69.0831115036382,6.959851971966375,0.4112034799675727
3/04/05/01/0474,Huye,SectorA,Agricultural,R3,1027,1.5457104892558258,201.71998043516913,4.845410186311408,0.9183353495661326
3/05/05/01/0475,Nyarugenge,SectorD,Agricultural,C2,654,14.946207428982904,248.49762091656467,12.673070216328435,0.39920698888727196
3/06/05/01/0476,Rubavu,SectorA,Agricultural,A1,887,12.573128804448967,271.4126497235788,14.00356625186472,0.8410783934990469
3/07/05/01/0477,Huye,SectorB,Mixed-use,C2,1058,4.38095079359615,16.903493923611414,6.167872769918789,0.30406453586315757
3/08/05/01/0478,Musanze,SectorC,Mixed-use,C2,698,6.6841652238855485,9.041072370629792,1.2033336968357111,0.44975709457408297
3/09/05/01/0479,Rubavu,SectorB,Mixed-use,A1,1119,9.732403188096127,229.87927422778318,0.5840702503149842,0.8696957022645218
3/00/05/01/0480,Nyarugenge,SectorB,Mixed-use,R3,1431,6.807411671445261,123.68881179501317,5.858904113726733,0.2554626643102118
3/01/05/01/0481,Huye,SectorC,Mixed-use,R3,273,2.9380969066115203,175.75784957049981,8.542267262583808,0.8947286303531057
3/02/05/01/0482,Nyarugenge,SectorB,Commercial,C1,1414,3.962902579978057,298.7111773021706,14.716768618019035,0.7196071437659579
3/03/05/01/0483,Gasabo,SectorB,Agricultural,A1,1237,1.7468719578445677,139.155481053035,10.121794532511158,0.7420252911069478
3/04/05/01/0484,Kicukiro,SectorD,Mixed-use,R3,476,9.843009211160483,21.0452708140818,9.663850854762174,0.9793981233158049
3/05/05/01/0485,Rubavu,SectorB,Commercial,R3,1032,9.903164575573951,181.79412426113413,2.6903401543386147,0.7641113164564508
3/06/05/01/0486,Rubavu,SectorB,Mixed-use,R1,292,14.282421532095954,22.878447775898387,10.280930151690086,0.21997297769604574
3/07/05/01/0487,Nyarugenge,SectorC,Mixed-use,C1,1341,10.599807601071015,273.5128452859882,9.585482383723813,0.9628280782812071
3/08/05/01/0488,Huye,SectorA,Commercial,C2,1144,4.878175340563703,276.78571610282773,8.747862064156463,0.6742721444064881
3/09/05/01/0489,Nyarugenge,SectorB,Agricultural,C2,495,4.231125154971444,275.12330851718673,9.244717383493445,0.3970288150484253
3/00/05/01/0490,Rubavu,SectorB,Mixed-use,C2,1154,13.405308094384914,63.01280756112282,11.06139128656016,0.42921563914169836
3/01/05/01/0491,Gasabo,SectorC,Mixed-use,C1,1457,10.676965331411566,182.89666874071858,9.284873470478823,0.9526186397516008
3/02/05/01/0492,Huye,SectorB,Commercial,C1,579,1.9382315285169396,292.72622437632583,12.25460860907755,0.8820379369967764
3/03/05/01/0493,Rubavu,SectorA,Mixed-use,A1,1321,1.9944884466160298,67.18396495725844,3.4404866555650853,0.575285768838063
3/04/05/01/0494,Rubavu,SectorD,Commercial,C1,982,3.061857889729273,292.057655384128,11.389387603777104,0.9742091722156496
3/05/05/01/0495,Musanze,SectorD,Mixed-use,R3,309,9.828133182163292,69.81350316546312,0.30781222093987815,0.8612946764019911
3/06/05/01/0496,Musanze,SectorA,Agricultural,C2,1236,1.875907791072322,67.09954720127618,12.135354604375145,0.31753753886701663
3/07/05/01/0497,Rubavu,SectorC,Agricultural,A1,230,5.2338731578995095,171.20546752273697,12.057073357252127,0.30971879052219453
3/08/05/01/0498,Rubavu,SectorB,Agricultural,A1,1335,3.4394076230353137,263.2446594109411,6.626197374565606,0.9873875993875472
3/09/05/01/0499,Kicukiro,SectorA,Mixed-use,R2,380,6.860501848856619,140.2372701187742,10.875091144486781,0.6594300600721688
3/00/05/01/0500,Nyarugenge,SectorD,Agricultural,R1,305,5.394256954114587,163.71669808235137,12.601621176587997,0.9915609047720453
3/01/05/01/0501,Gasabo,SectorD,Agricultural,R2,1180,7.851495523692242,223.78422829163247,7.3885360612994635,0.5865446906509348
3/02/05/01/0502,Nyarugenge,SectorD,Mixed-use,R1,426,12.196050790662074,41.353609836315826,10.477959378137056,0.5329162941124854
3/03/05/01/0503,Rubavu,SectorD,Residential,C2,1048,12.449988279170414,155.49377223461536,11.043597152007496,0.6103176444150475
3/04/05/01/0504,Rubavu,SectorC,Commercial,C1,1295,6.21042557345656,200.19184159061078,2.118353150597242,0.656701933471581
3/05/05/01/0505,Musanze,SectorA,Commercial,R3,1460,6.691794973313459,271.4412797561566,9.057764738104169,0.6612912057037743
3/06/05/01/0506,Rubavu,SectorA,Commercial,A1,1105,6.143470201758986,30.67007939932268,8.351773663922819,0.8760966811968278
3/07/05/01/0507,Huye,SectorB,Agricultural,R1,1350,4.0870596880990595,69.37122269289081,13.111076599577776,0.39973516219218413
3/08/05/01/0508,Rubavu,SectorD,Residential,C2,838,9.403940447392518,20.78676655934777,5.647954316839475,0.3856445917609248
3/09/05/01/0509,Musanze,SectorA,Residential,C2,1496,5.115287414236565,74.93998901261533,14.227544148272921,0.9557325857368761
3/00/05/01/0510,Nyarugenge,SectorB,Mixed-use,R3,980,7.552966759280062,142.55832681724655,11.408634636829234,0.3235937632039407
3/01/05/01/0511,Kicukiro,SectorB,Commercial,R1,1070,14.092409214170907,115.86247967459545,10.621827523509381,0.5805502544087671
3/02/05/01/0512,Nyarugenge,SectorA,Commercial,C2,1048,8.148130604433838,186.46309645965394,13.659085758216326,0.6078832076403662
3/03/05/01/0513,Huye,SectorC,Agricultural,C1,1125,8.716239466829208,134.26269090826162,12.58770592470448,0.3285436677694762
3/04/05/01/0514,Nyarugenge,SectorC,Commercial,R1,339,11.144376015866806,37.919934987388004,9.124792500116575,0.42483980013351136
3/05/05/01/0515,Rubavu,SectorD,Residential,R3,1455,3.797777797947153,21.379884678699412,8.526973477619098,0.7212125466631141
3/06/05/01/0516,Gasabo,SectorD,Commercial,C2,623,14.008026040963623,119.26014280271764,0.9924778325166067,0.21532438844100232
3/07/05/01/0517,Nyarugenge,SectorB,Agricultural,R1,426,6.860151997440848,91.29234551549435,4.983083564209824,0.4350207249395126
3/08/05/01/0518,Nyarugenge,SectorC,Agricultural,R3,472,10.147368978701529,61.7314193299201,4.434818124187279,0.6956927415559379
3/09/05/01/0519,Huye,SectorC,Agricultural,C1,1441,13.78103406684566,105.23222147815892,6.834287346558774,0.7424910647633671
3/00/05/01/0520,Gasabo,SectorA,Agricultural,C1,282,5.366312100692153,105.29169981900822,1.1840910441983332,0.55423850923499
3/01/05/01/0521,Gasabo,SectorB,Commercial,R1,646,14.787840415539316,282.0039445153634,6.792205713163751,0.3587928596842793
3/02/05/01/0522,Nyarugenge,SectorA,Mixed-use,C1,671,5.779953774460177,137.38974717841137,13.698490206321845,0.3515147343078769
3/03/05/01/0523,Rubavu,SectorB,Commercial,R1,1115,11.554153157938782,175.47787824475606,13.565396624907859,0.8539262778448875
3/04/05/01/0524,Kicukiro,SectorC,Agricultural,R1,470,7.47347647677557,260.16396850898457,3.7418730643984843,0.773696454777755
3/05/05/01/0525,Kicukiro,SectorD,Agricultural,C1,286,5.1839998936264315,36.581867673484886,6.600870697640981,0.7837695251979377
3/06/05/01/0526,Nyarugenge,SectorB,Residential,R1,1051,12.633288394770958,40.36787257445007,11.023887710923413,0.6251639313514443
3/07/05/01/0527,Rubavu,SectorA,Mixed-use,R2,449,2.919252413102591,221.4955235867497,9.483572263017914,0.6668840296064797
3/08/05/01/0528,Kicukiro,SectorA,Commercial,R1,1074,5.815407611807598,221.23503163067386,9.879920324096505,0.9452439314475849
3/09/05/01/0529,Musanze,SectorC,Commercial,R3,1465,8.84811732601468,283.084457205156,1.2410105943550613,0.40315021753895697
3/00/05/01/0530,Huye,SectorB,Residential,C2,510,6.06157958255654,32.189547749367534,8.776176633093046,0.3810202006532799
3/01/05/01/0531,Nyarugenge,SectorD,Commercial,R1,559,1.4542082446606175,199.32170342447154,7.984378139271817,0.28261200710003875
3/02/05/01/0532,Kicukiro,SectorA,Mixed-use,C2,1092,12.462363212776712,295.1523259215306,3.89506258425621,0.9757789062383817
3/03/05/01/0533,Huye,SectorD,Mixed-use,R2,1470,2.6198184545242302,13.038753525490458,7.853797278321793,0.37460789815498363
3/04/05/01/0534,Huye,SectorC,Residential,R1,960,9.086844560821916,110.96658035989365,12.353283399177286,0.8565569286134236
3/05/05/01/0535,Rubavu,SectorC,Residential,A1,728,8.80234805440032,51.030564345293186,12.51886428892908,0.48666772533733904
3/06/05/01/0536,Huye,SectorB,Mixed-use,A1,1462,2.9543841430372013,175.0593690795374,11.428254177936658,0.8252045181937457
3/07/05/01/0537,Huye,SectorD,Mixed-use,C1,205,10.50878811681637,27.587636237894,6.311418026488887,0.6813457312146369
3/08/05/01/0538,Huye,SectorB,Agricultural,A1,909,10.158242160005377,187.6755144558066,4.981646749621868,0.9424814684078293
3/09/05/01/0539,Rubavu,SectorA,Mixed-use,C1,1086,8.172204856419128,233.2037700105625,0.6606056908269659,0.7546681229877654
3/00/05/01/0540,Nyarugenge,SectorC,Agricultural,C1,321,12.671016146652413,245.32794638944682,9.177465301548322,0.4987663561061642
3/01/05/01/0541,Nyarugenge,SectorB,Residential,R3,999,11.500397769990677,161.84000201052248,8.066744021120648,0.42247961205308515
3/02/05/01/0542,Rubavu,SectorD,Agricultural,R3,931,13.701485220989682,51.10369431718399,3.3013301530707984,0.6146209411581172
3/03/05/01/0543,Kicukiro,SectorC,Mixed-use,A1,335,8.033982020329269,220.78847611241918,14.371770133791507,0.37635680339633515
3/04/05/01/0544,Musanze,SectorC,Mixed-use,R2,1348,9.817489162085907,123.94713678922771,11.285968234556819,0.6250352146807456
3/05/05/01/0545,Huye,SectorA,Residential,C1,370,13.510324210301842,199.12622023906013,0.12088655013179683,0.9545398583690281
3/06/05/01/0546,Huye,SectorB,Agricultural,C1,1316,13.810850255241114,79.09493392677838,12.663184879292146,0.5872164580075233
3/07/05/01/0547,Gasabo,SectorA,Commercial,C1,1229,5.552956747866959,16.584477201287434,4.079979080165341,0.20510323472527256
3/08/05/01/0548,Gasabo,SectorD,Agricultural,C1,1048,11.197191960755044,107.01279903107537,10.066397356289642,0.8443440344367834
3/09/05/01/0549,Rubavu,SectorA,Agricultural,A1,958,4.722998308849663,297.14802961912625,0.38654398146526714,0.6828230452008968
3/00/05/01/0550,Rubavu,SectorA,Commercial,R1,450,14.139416968623825,58.44906731977443,9.341301048597616,0.37814086329846797
3/01/05/01/0551,Musanze,SectorD,Mixed-use,A1,480,3.243158413671088,55.426238714150244,6.272171822441995,0.8058263826204006
3/02/05/01/0552,Rubavu,SectorB,Residential,A1,805,2.403437892120273,9.894781786616376,9.92578023965935,0.6819595535732703
3/03/05/01/0553,Kicukiro,SectorB,Mixed-use,R3,604,14.27552152906111,94.85769495338619,3.967737059832573,0.42391412179714155
3/04/05/01/0554,Kicukiro,SectorD,Residential,R2,1177,1.7087146117670378,16.62059093938172,8.609247991035156,0.5143160871145432
3/05/05/01/0555,Huye,SectorC,Commercial,A1,1152,12.023207414089821,95.39768269749462,0.6038700451384815,0.6706817767865227
3/06/05/01/0556,Huye,SectorD,Mixed-use,A1,841,1.8663998235266535,162.9335426485871,8.491074696722476,0.801162355567475
3/07/05/01/0557,Rubavu,SectorC,Agricultural,C1,211,6.746941116847764,53.184311186271884,3.326729672884779,0.4540436638956014
3/08/05/01/0558,Musanze,SectorA,Agricultural,C2,289,2.3350528978220497,137.76729863073646,5.061814184463435,0.8965507643659516
3/09/05/01/0559,Rubavu,SectorC,Agricultural,A1,1169,10.279147838936103,261.8369950376297,11.386303988334577,0.7820233841800761
3/00/05/01/0560,Musanze,SectorC,Commercial,C1,660,9.007942295970299,242.60253714349597,11.402413946852386,0.32311992375501897
3/01/05/01/0561,Musanze,SectorA,Commercial,C1,1117,2.7579181009215192,55.53201255739276,12.410348322392183,0.6678709053511056
3/02/05/01/0562,Nyarugenge,SectorC,Commercial,C2,1029,14.664457780402854,106.72119428512008,5.0596643122684135,0.4495295244293642
3/03/05/01/0563,Gasabo,SectorC,Mixed-use,R3,781,13.251652623812658,238.20355053014367,2.1166139103202664,0.6364656974336531
3/04/05/01/0564,Kicukiro,SectorB,Residential,C1,837,8.492132671524905,29.196987137383903,0.5240886960898267,0.9918051307274678
3/05/05/01/0565,Huye,SectorB,Residential,R2,334,2.6419220692062306,54.8732246397163,5.277075096155287,0.8093407009709301
3/06/05/01/0566,Huye,SectorA,Mixed-use,R3,1404,11.752076094384934,133.13664195165921,6.696628826948231,0.6950176616328041
3/07/05/01/0567,Gasabo,SectorD,Agricultural,A1,622,14.08206254254818,208.28085785572776,12.349098190200452,0.6449525541040093
3/08/05/01/0568,Musanze,SectorC,Commercial,R2,1107,1.5619440271951313,267.52444602704446,14.87944120857965,0.4352539697414223
3/09/05/01/0569,Musanze,SectorA,Commercial,R2,1331,1.8541000020755285,89.91023316122373,1.3990717016725485,0.9710585287027789
3/00/05/01/0570,Nyarugenge,SectorD,Mixed-use,R2,994,9.319385582320361,182.92928543626937,10.237986893065823,0.6602873385032788
3/01/05/01/0571,Rubavu,SectorD,Commercial,C1,1319,4.167814020044607,209.2445203155522,3.4999923397398995,0.7002641359635631
3/02/05/01/0572,Gasabo,SectorB,Commercial,C2,1469,2.833632401918437,183.76910534495252,12.741696093386032,0.23599745698833952
3/03/05/01/0573,Gasabo,SectorD,Commercial,R2,211,5.647601066301837,142.27439551214837,0.20523622141021658,0.26527897600387074
